OKPOCode;name
26198152;"ДРУГА ФІЛІЯ АТ ""УФГ"" В М.ТЕРНОПІЛЬ";
26310651;"ТЕРНОПІЛЬСЬКА ФІЛІЯ АКБ ""МРІЯ""";
26356177;"ПЕРША ФІЛІЯ АТ ""УФГ"" В М.ХАРКІВ";
30489845;СТАФФ ЦЕНТР,ЧП;
01759209;Львівська облспоживспілка;
02763038;ПЕРВОМАЙСЬКЕ N 194 МИКОЛАЇВСЬКОЇ;
02763206;ОЧАКІВСЬКЕ N 3159 МИКОЛАЇВСЬКОЇ;
02763216;СНІГУРІВСЬКЕ N 3255 МИКОЛАЇВСЬКОЇ;
02763245;"КІЛІЙСЬКЕ   ВІД. ВАТ""ДЕРЖ.ОЩ.БАНК УКР""";
02763506;"АНАНІЇВСЬКЕ ВІД.ВАТ ""ДЕРЖ.ОЩ.БАНК УКР""";
02763512;"БАЛТСЬКЕ    ВІД.ВАТ ""ДЕРЖ.ОЩ.БАНК УКР""";
02763529;"АРЦИЗСЬКЕ   ВІД.ВАТ ""ДЕРЖ.ОЩ.БАНК УКР""";
02763535;"БІЛЯЇВСЬКЕ  ВІД. ВАТ""ДЕРЖ.ОЩ.БАНК УКР""";
02763541;"БЕРЕЗІВСЬКЕ ВІД. ВАТ""ДЕРЖ.ОЩ.БАНК УКР""";
02763558;"БОЛГРАДСЬКЕ ВІД. ВАТ""ДЕРЖ.ОЩ.БАНК УКР""";
02763564;"ІВАНІВСЬКЕ  ВІД. ВАТ""ДЕРЖ.ОЩ.БАНК УКР""";
02763618;"КОТОВСЬКЕ   ВІД. ВАТ""ДЕРЖ.ОЩ.БАНК УКР""";
02763624;"КРАСНООКН.  ВІД. ВАТ""ДЕРЖ.ОЩ.БАНК УКР""";
02763630;"ЛЮБАШІВСЬКЕ ВІД. ВАТ""ДЕРЖ.ОЩ.БАНК УКР""";
02763647;"МИКОЛАЇВСЬКЕ ВІД.ВАТ""ДЕРЖ.ОЩ.БАНК УКР""";
02763653;"РОЗДІЛЬНЯН. ВІД. ВАТ""ДЕРЖ.ОЩ.БАНК УКР""";
02763664;"РЕНІЙСЬКЕ   ВІД. ВАТ""ДЕРЖ.ОЩ.БАНК УКР""";
02763682;"САРАТСЬКЕ   ВІД. ВАТ""ДЕРЖ.ОЩ.БАНК УКР""";
02763699;"ТАРУТИНСЬКЕ ВІД. ВАТ""ДЕРЖ.ОЩ.БАНК УКР""";
02763707;"ТАТАРБУНАР. ВІД. ВАТ""ДЕРЖ.ОЩ.БАНК УКР""";
02763713;"ФРУНЗІВСЬКЕ ВІД. ВАТ""ДЕРЖ.ОЩ.БАНК УКР""";
02764016;ПИРЯТИНСЬКЕ 3089 ВІД. ОБ ПОЛТАВСЬКОЇ;
02764032;РЕШЕТИЛІВСЬКЕ 3186 ВІД. ОБ ПОЛТАВСЬКОЇ;
02764090;В.БАГАЧАНСЬКЕ ВІД. 3086 ОБ ПОЛТАВСЬКОЇ;
02764115;ГЛОБИНСЬКЕ ВІД. 3067 ОБ ПОЛТАВСЬКОЇ;
02764138;ДИКАНСЬКЕ 3188 ВІД. ОБ ПОЛТАВСЬКОЇ;
02764144;КАРЛІВСЬКЕ ВІД. 3182 ОБ ПОЛТАВСЬКОЇ;
02764606;СЕРЕДИНО-БУДСЬКЕ ВІД. ОБ N 3063 СУМСЬК;
02764635;ТРОСТЯНЕЦЬКЕ ВІД.ОБ СУМСЬКОЇ;
02764865;БУРИНСЬКЕ ВІД.ОБ СУМСЬКОЇ;
02764888;КРАСНОПІЛЬСЬКЕ ВІД.ОБ СУМСЬКОЇ;
02764894;КРОЛЕВЕЦЬКЕ ВІД. N 3051 ОБ СУМСЬКОЇ;
02764902;ЛИПОВОДОЛИНСЬКЕ ВІД.ОБ СУМСЬКОЇ;
02764997;НЕДРИГАЙЛІВСЬКЕ ВІД.ОБ СУМСЬКОЇ;
02765008;БІЛОПІЛЬСЬКЕ ВІД. N 3231 ОБ СУМСЬКОЇ;
02765014;ЛЕБЕДИНСЬКЕ ВІД.ОБ СУМСЬКОЇ;
02827360;ЗІНЬКІВСЬКЕ 3181 ВІД. ОБ ПОЛТАВСЬКОЇ;
09328021;УПРАВЛІННЯ НБУ В ОДЕСЬКІЙ ОБЛАСТІ;
09328529;"Ф-Я""ВІД.ПІБ В М.КОТОВСЬК ОДЕСЬК.ОБЛ.""";
09328564;"ЛІКВІДАТОР БАНКУ""УКРАЇНА"" ПО ОДЕС.ОБЛ.";
09331023;"РРЦ ЛІКВІДАТОРА БАНКУ""УКРАЇНА"",ПОЛТАВ.";
09331046;УПРАВЛІННЯ НБУ В ПОЛТАВСЬКІЙ ОБЛАСТІ;
09331508;"Ф-Я ПОЛТАВСЬКЕ ОБЛ.УПР.ВАТ ""ДОБУ""";
09333312;"РРЦ ЛІКВІДАТОРА БАНКУ""УКРАЇНА"",РІВНЕНС";
09333329;УПРАВЛІННЯ НБУ В РІВНЕНСЬКІЙ  ОБЛАСТІ;
09337066;"РРЦ ЛІКВІДАТОРА БАНКУ""УКРАЇНА"",СУМСЬКА";
09337304;УПРАВЛІННЯ НБУ В СУМСЬКІЙ ОБЛАСТІ;
09337385;"Ф-Я""ВІД.ПІБ В М.КОНОТОП СУМСЬКОЇ ОБЛ.""";
13863079;"АКБ РОЗВ.ПРОМ.І СОЦ.СФЕРИ ""МИККОМБАНК""";
14012082;"СУМСЬКА ФІЛІЯ АТ ""УКРІНБАНК""";
21006372;"ОДЕСЬКА ОБЛАСНА ФІЛІЯ АТ ""УФГ""";
21094713;"КОМЕРЦІЙНИЙ БАНК ""КНЯЖИЙ"", М.РІВНЕ";
21099942;"Ф-Я КИЇВ. АБ ""УКООПСПІЛКА"", РІВНЕ";
22565978;"Ф-Я АБ ""УКООПСПІЛКА"",СМТ.ВОЛОДИМИРЕЦЬ";
22579615;"КУЗНЕЦОВС.Ф-Я ВАТ БАНКУ ""БІГ ЕНЕРГІЯ""";
23632926;"Ф-Я""ВІД.ПІБ В М.ПУТИВЛЬ СУМСЬКОЇ ОБЛ.""";
24013869;"СУМСЬКА ФІЛІЯ АБ ""УКРГАЗБАНК""";
24766267;"ФАТ ""УФГ"" У М. ОДЕСА";
24788837;"Ф-Я №1 КИЇВ. АКБ ""ЮНЕКС"", МИКОЛАЇВ";
24796972;"ФАТ ""УФГ"" У М. МИКОЛАЇВІ";
25717979;"ФІЛІЯ АТ ""УФГ"" У М. КРЕМЕНЧУК";
25937104;"ПЕРША ФІЛІЯ АТ ""УФГ"" У М. МИКОЛАЇВІ";
26231582;"МИКОЛАЇВСЬКА Ф-Я ВАТ АБ ""ПРИВАТІНВЕСТ""";
26232535;"МИКОЛАЇВСЬКА ФІЛІЯ ВАТ ""МЕГАБАНК""";
26232541;"МИКОЛАЇВСЬКА ФІЛІЯ АКБ ""ІМЕКС БАНК""";
26259468;"ФІЛІЯ ВАТ КБ ""НАДРА"" В М.РІВНЕ";
26265411;"СУМСЬКА ФІЛІЯ АБ ""КРЕДИТ-ДНІПРО""";
26298899;ПЕРША ФІЛІЯ АТ УФГ В М.РІВНЕ;
26300219;"МИКОЛАЇВСЬКА ФІЛІЯ ЗАТ ""АЛЬФА-БАНК""";
26343938;"ПРИМОРСЬКА ФІЛІЯ АТ ""УФГ"" В М.ОДЕСА";
26353233;"ФІЛІЯ АКБ ""ІМЕКСБАНК"" У М.РІВНЕ";
30482852;"Закрите акціонерне товариство ""АВК""";
02761513;ОЛЕКСАНДРІВСЬКЕ ВІД.ВАТ ДОБУ КІРОВОГРА;
02761565;БОБРИНЕЦЬКЕ ВІД.ВАТ ДОБУ КІРОВОГРАДСЬК;
02761588;ГАЙВОРОНСЬКЕ ВІД.ВАТ ДОБУ КІРОВОГРАДСЬ;
02761594;ГОЛОВАНІВСЬКЕ ВІД.ВАТ ДОБУ КІРОВОГРАДС;
02761619;ЗНАМ'ЯНСЬКЕ ВІД.ВАТ ДОБУ КІРОВОГРАДСЬК;
02761660;НОВОАРХАНГЕЛЬСЬКЕ ВІД.ВАТ ДОБУ КІРОВОГ;
02761683;НОВОУКРАЇНСЬКЕ ВІД.ВАТ ДОБУ КІРОВОГРАД;
02761708;УЛЬЯНОВСЬКЕ ВІД.ВАТ ДОБУ КІРОВОГРАДСЬК;
02761720;ПЕТРІВСЬКЕ ВІДДІЛЕННЯ N5347 ВАТ ДОБУ;
02761737;УСТИНІВСЬКЕ ВІД.ВАТ ДОБУ КІРОВОГРАДСЬК;
02761743;ДОБРОВЕЛИЧКІВСЬКЕ ВІД.ВАТ ДОБУ КІРОВОГ;
02762228;БРОДІВСЬКЕ      ВІД.ОБ №6323 ЛЬВІВСЬКО;
02762234;БУСЬКЕ          ВІД.ОБ №6383 ЛЬВІВСЬКО;
02762560;БОРИСЛАВСЬКЕ    ВІД.ОБ №6308 ЛЬВІВСЬКО;
02762582;ТУРКІВСЬКЕ      ВІД.ОБ №6317 ЛЬВІВСЬКО;
02762599;ЯВОРІВСЬКЕ      ВІД.ОБ №6334 ЛЬВІВСЬКО;
02762636;ЗОЛОЧІВСЬКЕ     ВІД.ОБ №6326 ЛЬВІВСЬКО;
02762642;КАМ'ЯНКО-БУЗЬКЕ ВІД.ОБ №6327 ЛЬВІВСЬКО;
02762671;ЖОВКІВСЬКЕ      ВІД.ОБ №6325 ЛЬВІВСЬКО;
02762688;ПЕРЕМИШЛЯНСЬКЕ  ВІД.ОБ №6330 ЛЬВІВСЬКО;
02762694;ПУСТОМИТІВСЬКЕ  ВІД.ОБ №6381 ЛЬВІВСЬКО;
02762702;РАДЕХІВСЬКЕ     ВІД.ОБ №6332 ЛЬВІВСЬКО;
02762748;СТАРОСАМБІРСЬКЕ ВІД.ОБ №6537 ЛЬВІВСЬКО;
02763050;АРБУЗИНСЬКЕ N 3160 МИКОЛАЇВСЬКОЇ;
02763067;БАШТАНСЬКЕ N 3154 МИКОЛАЇВСЬКОЇ;
02763073;БЕРЕЗАНСЬКЕ N 3162 МИКОЛАЇВСЬКОЇ;
02763096;ВЕСЕЛИНІВСЬКЕ N 5376 МИКОЛАЇВСЬКОЇ;
02763104;ВОЗНЕСЕНСЬКЕ N 3153 МИКОЛАЇВСЬКОЇ;
02763133;ДОМАНІВСЬКЕ N 3171 МИКОЛАЇВСЬКОЇ;
02763156;КАЗАНКІВСЬКЕ N 3307 МИКОЛАЇВСЬКОЇ;
02763179;MИКОЛАЇВСЬКЕ N 5421;
02763185;НОВОБУЗЬКЕ N 3158 МИКОЛАЇВСЬКОЇ;
02763222;БЕРЕЗНЕГУВАТСЬКЕ N 5438 МИКОЛАЇВСЬКОЇ;
04774945;КОРАБЕЛЬНЕ N 8310, М.МИКОЛАЇВ;
09306278;"КБ ""ГАЛС""";
09323012;"РРЦ ЛІКВІДАТОРА БАНКУ""УКРАЇНА"",КІРОВОГ";
09323070;"Ф.""ВІД.ПІБ В М.ДОЛИНСЬКА КІРОВОГРАД.""";
09323377;УПРАВЛІННЯ НБУ В КІРОВОГРАДСЬКІЙ ОБЛ.;
09325620;УПРАВЛІННЯ НБУ У ЛЬВІВСЬКІЙ ОБЛАСТІ;
09325643;"ЛІКВІДАТОР БАНКУ""УКРАЇНА""ПО ЛЬВІВС.ОБЛ";
09326140;"РРЦ ЛІКВІДАТОРА БАНКУ""УКРАЇНА"",МИКОЛАЇ";
09326424;"Ф-Я""ВІД.ПІБ В М.ЮЖНОУКРАЇНСЬК МИК.ОБЛ""";
09807862;"АКЦІОН. ТОВ-ВО ""КРЕДИТ БАНК (УКРАЇНА)""";
14285934;"АТ ""УКРАЇНСЬКА ФІНАНСОВА ГРУПА"", КИЇВ";
16328375;"МП ""КОРУНД""";
20021524;"ВАТ ""КРИМСЬКИЙ УНІВЕРСАЛЬНИЙ БАНК""";
20634379;"КІРОВОГРАДСЬКА ФІЛІЯ АКБ ""НОВИЙ""";
20679755;"АКБ ""КРИМ-БАНК"" М.СІМФЕРОПОЛЬ";
20727632;КРИМ.МІЖБАНК.ВАЛ.БІРЖА,М.СІМФЕРОПОЛЬ;
20855212;"Ф-Я КБ ""ПРИВАТБАНК"" М.БУСЬК";
22294634;"ФЕОДОСІЙСЬКА ФВАТ""ОБ'ЇДНАНИЙ КОМ.БАНК""";
24408993;"ФАБ""КИЇВСЬКА РУСЬ"",КРАСНОПЕРЕКОПСЬК";
25133512;"ДРУГА СЕВАСТОПОЛЬСЬКА ФАТ ""УФГ""";
25134227;"ФАТ ""УФГ"", У М.СІМФЕРОПОЛЬ";
25238027;"ФАТ ""УФГ"" У М.ЛЬВІВ";
25254629;"РЕГІОНАЛЬНА ФІЛІЯ АТ ""УФГ"" М.ЖИДАЧІВ";
25262675;"ПЕРША ФІЛІЯ АТ ""УФГ"" В М.ЛЬВІВ";
25627875;"ЯЛТИНСЬКА Ф.N2 ВАТ""ОБ'ЇДНАНИЙ КОМ.БАНК";
25633031;"ФАБ ""МОРСЬКИЙ"", М.СІМФЕРОПОЛЬ";
25718997;"РОЗРАХ.ПАЛАТА АКБ""НАЦІОНАЛЬНИЙ КРЕДИТ""";
25875722;"ПЕРША  СЕВАСТОПОЛЬСЬКА ФАТ ""УФГ""";
26051650;"ЗАКРИТЕ АТ ""ПРАЙМ-БАНК"", М.КИЇВ";
26144765;"ДРУГА ФІЛІЯ АТ ""УФГ"" В М.ЛЬВІВ";
26176989;"КІРОВОГРАДСЬКА ФІЛІЯ ВАТ ""МЕГАБАНК""";
26195107;"ФІЛІЯ ВАТ ""ІНПРОМБАНК"" У М.КИЇВІ";
26225682;"ЇВПАТОРІЙСЬКА ФІЛІЯ АБ ""КИЇВСЬКА РУСЬ""";
26240836;"КІРОВОГРАДСЬКА ОБЛАСНА ФАТ ""УФГ""";
26240888;"ПЕРША ФАТ ""УФГ"" У М. КІРОВОГРАД";
26268303;"ЛЬВІВ.Ф-Я ВАТ""МІЖНАРОДНИЙ КОМЕРЦ.БАНК""";
26269231;"ФІЛІЯ АТ ""УФГ"" У М.ДРОГОБИЧ";
26321954;"КІРОВОГРАДСЬКА ФІЛІЯ ТОВ ""УКРПРОМБАНК""";
26322379;Ф-Я КІРОВОГРАД.ДИРЕКЦІЯ АТ ІНДЕКС-БАНК;
26330841;"КРИМСЬКА ФІЛІЯ АТ ""УФГ""";
26333064;"ТОВ ""УНІВЕРСАЛЬНИЙ КОМБАНК ЛІДЕР""";
26378635;"КФ АКБ ""ЧОРНОМ.БАНК РОЗВ.ТА РЕКОНСТР.""";
26401788;"СІМФЕРОПОЛЬСЬКА Ф-Я АТ ""УКРІНБАНК""";
26410117;"ФІЛІЯ ЗАТ ""ДОНГОРБАНК"" У М.КИЇВІ";
26448560;"ФІЛІЯ АКБ ""ІМЕКСБАНК"" У М.КІРОВОГРАДІ";
26454106;"ЛЬВІВСЬКА ФІЛІЯ АКБ ""МТ-БАНК""";
02759261;"БЕРДИЧ.ВІД.N73 ВАТ""ДЕРЖ.ОБ УКРАЇНИ""";
02759315;"КОРОСТЕН.ВІД.N281 ВАТ""ДЕРЖ.ОБ УКРАЇНИ""";
02759410;"РАДОМИШ.ВІД.N2947 ВАТ""ДЕРЖ.ОБ УКРАЇНИ""";
02760488;ВІД. ОБ ЖОВТНЕВЕ N 5394, КИЇВ;
02760873;ВІД. ОБ ВОЛОДАРСЬКЕ N 2879,КИЇВСЬКОЇ;
02760886;ВІД. ОБ ІВАНКІВСЬКЕ  N 3043,КИЇВСЬКОЇ;
02760896;ВІД. ОБ КАГАРЛИЦЬКЕ N 3032,КИЇВСЬКОЇ;
02760910;МАКАРІВСЬКЕ ВІД. ВАТ ОБ  N 3033, КИЇВС;
02760927;ОБУХІВСЬКЕ N3034 ОЩАДБАНКУ КИЇВСЬКОЇ;
02760933;"Ф-П-ХМ.В.N3029 ВАТ""ДЕРЖ.ОЩАД.БАНК УКР""";
02760956;ВІД. ОБ РОКИТНЯНСЬКЕ N 2883,КИЇВСЬКОЇ;
02760962;ВІД. ОБ СКВИРСЬКЕ N 2875,КИЇВСЬКОЇ;
02760979;ВІД. ОБ СТАВИЩЕНСЬКЕ N 2884,КИЇВСЬКОЇ;
02760985;ВІД. ОБ ТАРАЩАНСЬКЕ N 2876,КИЇВСЬКОЇ;
02760991;ВІД. ОБ ТЕТІЇВСЬКЕ N 2885,КИЇВСЬКОЇ;
02761022;ВІД. ОБ ЯГОТИНСЬКЕ N 3111,КИЇВСЬКОЇ;
02761163;ВІД. ОБ БАРИШІВСЬКЕ N 3030,КИЇВСЬКОЇ;
02761750;РАЗДОЛЬНЕНСЬКЕ ВІД. N4571 ВАТ ДОБ УКР.;
02761803;ЛЕНІНСЬКЕ ВІД. N4564 ВАТ ДОБ УКР.;
02761815;КРАСНОГВАРДЇЙС. ВІД. N4567 ВАТ ДОБ УКР;
02761826;ДЖАНКОЙСЬКЕ ВІД. N4553 ВАТ ДОБ УКР.;
02761832;БАХЧИСАРАЙСЬКЕ ВІД. N4554 ВАТ ДОБ УКР;
02761849;АЛУШТИНСЬКЕ ВІД. N4559 ВАТ ДОБ УКР.;
02761855;БІЛОРІРСЬКЕ ВІД. N 4556 ВАТ ДОБ УКР.;
02761861;НИЖНЬОГІРСЬКЕ ВІД.  N4558 ВАТ ДОБ УКР.;
02761878;ЧОРНОМОРСЬКЕ ВІД.  N4560 ВАТ ДОБ УКР.;
02761938;САКСЬКЕ ВІД. N4573 ВАТ ДОБ УКР.;
02761950;СОВЇТСЬКЕ ВІД. N5302 ВАТ ДОБ УКР.;
02762010;ЯЛТИНСЬКЕ ВІД. N4549 ВАТ ДОБ УКР.;
02827235;НАДВІРНЯНСЬКЕ ВІД.ОБ, ІВАНО-ФРАНКІВСЬ;
02827270;ВЕРХОВИНСЬКЕ ВІД.ОБ, ІВАНО-ФРАНКІВСЬК.;
02827287;БОГОРОДЧАНСЬКЕ ВІД.ОБ, ІВАНО-ФРАНКІВС;
02827293;ГАЛИЦЬКЕ ВІД.ОБ , ІВАНО-ФРАНКІВСЬКОЇ;
02827301;РОЖНЯТІВСЬКЕ ВІД.ОБ, ІВАНО-ФРАНКІВСЬК.;
03486464;"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ПРОМИСЛОВА ГРУПА ""УКРФІЛЬТРСЕРВІС""";
09311017;"ЛІКВІДАТОР БАНКУ""УКРАЇНА""ПО ЖИТОМИР.ОБ";
09311032;УПРАВЛІННЯ НБУ В ЖИТОМИРСЬКІЙ ОБЛАСТІ;
09321020;ГОЛОВНЕ УПР.НБУ ПО М.КИЇВУ І Київ.обл.;
09321579;"КИЇВСЬКА ДИРЕКЦІЯ АК АПБ ""УКРАЇНА""";
09324218;"РРЦ ЛІКВІДАТОРА БАНКУ""УКРАЇНА"",ПО КРИМ";
09324336;ГОЛОВНЕ УПР. НБУ В АРК М.СІМФЕРОПОЛЬ;
09324773;"ЛІКВІДАТОР БАНКУ""УКРАЇНА""ПО М.СЕВАСТОП";
09336345;УПРАВЛІННЯ НБУ В ІВАНО-ФРАНКІВС. ОБЛ.;
09336368;"РРЦ ЛІКВІДАТОРА БАНКУ""УКРАЇНА"",ІВ.-ФРА";
09336397;"Ф-Я""ВІД.ПІБ В М.НАДВІРНА ІВ.-ФРАНК.ОБ""";
09808132;"АТ  ""ГРАДОБАНК"" М.КИЇВ";
13564069;"Ф-Я КИЇВ.АБ ""АЖІО"",М.НОВОГРАД-ВОЛИНСЬК";
14300450;"АКЦІОНЕРНИЙ БАНК ""ДАМІАНА-БАНК"" М.КИЇВ";
19355409;"АБ ""ІNКО"" ПРАВЛІННЯ,  М.КИЇВ";
19357590;"АКБ ""УКРХАРЧОПРОМБАНК"", М.КИЇВ";
19357745;"Ф-Я КИЇВ. АБ ""АЖІО"" М. БЕРДИЧІВ";
19358282;"ДАСІЕБУ  ""УКРСПЕЦІМПЕКСБАНК"", М.КИЇВ";
19358419;"КАБ ""ДЕНДІ"", М.КИЇВ";
19449151;"АКБ ""ІНТЕРКОНТБАНК"" М.СІМФЕРОПОЛЬ";
20544146;"Ф-Я КИЇВ. АТ ""ГРАДОБАНК"" ІВАНО-ФРАНК.";
20621661;ВІД. ОБ ЗГУРІВСЬКЕ N 8665, КИЇВСЬКОЇ;
20708072;"СУДАЦЬКА Ф-Я ВАТ ""МІЖНАРОДНИЙ КОМБАНК""";
21509662;"УКРАЇНСЬКИЙ  КБ ""ВІДРОДЖЕННЯ"" М.КИЇВ";
21554560;"АКЦІОНЕРНИЙ БАНК ""МЕТА-БАНК"", М.КИЇВ";
21568696;"АКБ ""ОЛБАНК""";
21655722;"КФ АБ ""УКРКОМУНБАНК""";
21673424;АБ КРЕДІ СВІСС ФЬОРСТ БОСТОН(УКРАЇНА);
22269412;"ФІЛІЯ КРД АППБ ""АВАЛЬ"", М.ФЕОДОСІЯ";
23695192;"ФАТ ""УФГ"" У М. КІРОВОГРАД";
24209265;"СЛАВУТИЦЬКА Ф-Я АБ ""КИЇВСЬКА РУСЬ""";
24213152;"Ф-Я КИЇВ. АТ ""ГРАДОБАНК"" В М. СЛАВУТИЧ";
24502249;"СІМФЕРОПОЛЬСЬКИЙ ФКАБ ""СЛОВ'ЯНСЬКИЙ""";
25070556;"ІВАНО-ФРАНКІВСЬКА РЕГІОНАЛЬНА ФАТ""УФГ""";
25768110;"ПЕРША ФАТ ""УФГ"" У М. ІВАНО-ФРАНКІВСЬК";
25952307;"ФАКБ ""НАЦІОНАЛЬНИЙ КРЕДИТ"" В М.КОЛОМИЯ";
26263808;"ФАТ ""УФГ"" У М. ІВАНО-ФРАНКІВСЬК";
26336967;"ЗАПОРІЗЬКА ФІЛІЯ ТОВ ""ДІАЛОГБАНК""";
26353049;"ДОНЕЦЬКА ОБЛАСHА ФІЛІЯ АТ ""УФГ""";
26353115;"ФІЛІЯ ВАТ ""УКТБ"", М.ДОНЕЦЬК";
26373193;"ЗВ N1 ЗАТ ""БАНК ПЕТРОКОММЕРЦ-УКРАЇНА""";
26374442;"ЗАПОРІЗЬКА ОБЛАСНА ФІЛІЯ АТ ""УФГ""";
02759730;"РАХІВСЬКЕ ВІДДІЛЕННЯ 7295 ВАТ ""ДОБУ""";
02759752;"ІРШАВСЬКЕ ВІДДІЛЕННЯ 7297 ВАТ ""ДОБУ""";
02759769;"ТЯЧІВСЬКЕ ВІДДІЛЕННЯ 7298 ВАТ ""ДОБУ""";
02759835;"МІЖГІРСЬКЕ ВІДДІЛЕННЯ 7296 ВАТ ""ДОБУ""";
02759969;"ВИНОГРАДІВ. ВІДДІЛЕННЯ 7289 ВАТ ""ДОБУ""";
02759982;КАМ'ЯНСЬКО-ДНІПРОВСЬКЕ ВІД.N3009 ОБ УК;
02759999;МИХАЙЛІВСЬКЕ ВІД.N3306 ОЩАДБАНКУ УКР.;
02760011;ОРІХІВСЬКЕ ВІД.N3011 ОЩАДБАНКУ УКРАЇНИ;
02760293;ВАСИЛІВСЬКЕ ВІД.N3007 ОЩАДБАНКУ УКР.;
02760407;ТОКМАЦЬКЕ ВІД.N3139 ОЩАДБАНКУ УКРАЇНИ;
02760465;ВІД. НР.3129 М.БЕРДЯНСЬК,ЗАПОРІЗЬКОЇ;
02789150;"Ф.-ВОЛОДАРСЬКЕ ВІД.N3133 ВАТ ""ДОБУ""";
02789173;"Ф.-МАР'ЇНСЬКЕ ВІД.N3313 ВАТ ""ДОБУ""";
02789322;"Ф.-ДЕБАЛЬЦІВСЬКЕ ВІД.N6688 ВАТ ""ДОБУ""";
02789380;"Ф.-ІЛЛІЧІВСЬКЕ ВІД.N7461 ВАТ ""ДОБУ""";
02789405;"Ф.-КОСТЯНТИНІВСЬКЕ ВІД.N2866 ВАТ""ДОБУ""";
02789428;"Ф.-КРАСНОАРМІЙСЬКЕ ВІД.N2863 ВАТ""ДОБУ""";
02789463;"Ф.-СЕЛИДІВСЬКЕ ВІД.N5484 ВАТ ""ДОБУ""";
02789523;"Ф.-АМВРОСІЇВСЬКЕ ВІД.N3312 ВАТ ""ДОБУ""";
02789575;"Ф.-КРАСНОЛИМАНСЬКЕ ВІД.N2870 ВАТ""ДОБУ""";
02789606;"Ф.-ПЕРШОТРАВНЕВЕ ВІД.N5460 ВАТ ""ДОБУ""";
02789612;"Ф.-ТЕЛЬМАНІВСЬКЕ ВІД.N5368 ВАТ ""ДОБУ""";
09312149;"ЛІКВІДАТОР БАНКУ""УКРАЇНА""ПО ЗАКАРП.ОБЛ";
09312155;УПРАВЛІННЯ НБУ У ЗАКАРПАТСЬКІЙ ОБЛАСТІ;
09312215;"Ф-Я ""ВІД.ПІБ В М.ТЯЧІВ ЗАКАРПАТ.ОБЛ.""";
09313367;"РРЦ ЛІКВІДАТОРА БАНКУ""УКРАЇНА"",ЗАПОРІЗ";
09313373;УПРАВЛІННЯ НБУ В ЗАПОРІЗЬКІЙ ОБЛАСТІ;
09334234;"Ф.""ВІД.ПІБ В М.СНІЖНЕ ДОНЕЦЬКОЇ ОБЛ.""";
09334240;"ЛІКВІДАТОР БАНКУ""УКРАЇНА""ПО ДОНЕЦ.ОБЛ.";
09334629;УПРАВЛІННЯ НБУ В ДОНЕЦЬКІЙ ОБЛАСТІ;
09334760;"Ф.""СТАРОБЕШІВСЬКЕ ВІД.ПІБ В М.КОМСОМ.""";
09806130;"ЗАКАРПАТСЬКИЙ АКБ ""ЛІСБАНК"" УЖГОРОД";
09806354;"КОМЕР.АКЦІОНЕРНИЙ БАНК ""СЛОВ'ЯНСЬКИЙ""";
13182148;"АМ та СП ТОВ ""ДА-ЛВ""";
13580921;"Ф-Я КИЇВ. АТ ""ГРАДОБАНК"" М.ЖИТОМИР";
20413514;ЖИТОМИРСЬКА Ф-Я УКРІНБАНКУ;
20442444;"Ф-Я КИЇВ. АТ ""ГРАДОБАНК"" М. УЖГОРОД";
20453318;"ЗАКАРПАТСЬКА ОБЛАСНА ФАТ ""УФГ""";
21953980;"Ф.-КІРОВСЬКЕ ВІД.N8514 ВАТ ""ДОБУ""";
21958115;"Ф.""ВІД.ПІБ В М.КІРОВСЬКЕ ДОНЕЦЬКОЇ ОБЛ";
22106549;"Ф.""ВІД.ПІБ В М.ХУСТ ЗАКАРПАТСЬКОЇ ОБЛ""";
22114170;"МІЖГІРСЬКА Ф-Я ТОВ КБ ""КООПІНВЕСТБАНК""";
22114187;"ТЯЧІВСЬКА Ф-Я ТОВ КБ ""КООПІНВЕСТБАНК""";
25441722;"ЗАКАРПАТ.Ф-Я АКБ ""НАЦІОНАЛЬНИЙ КРЕДИТ""";
25998637;"ФІЛІЯ АТ ""УФГ"", М.МУКАЧЕВЕ";
00000508;"ЛІКВІДАТОР ГОУ БАНКУ ""УКРАЇНА"", М.КИЇВ";
00039025;"ЛІКВІДАТОР БАНКУ ""УКРАЇНА""";
02747370;ДОЛГІНЦЕВСЬКЕ ОБ,М.КРИВИЙ РІГ;
02758534;МАГДАЛИНІВСЬКЕ ОБ,ДНІПРОПЕТРОВСЬКОЇ;
02758557;СОЛОНЯНСЬКЕ ОБ,ДНІПРОПЕТРОВСЬКОЇ;
02758563;ЦАРИЧАНСЬКЕ ОБ,ДНІПРОПЕТРОВСЬКОЇ;
02758571;ПОКРОВСЬКЕ ОБ,ДНІПРОПЕТРОВСЬКОЇ;
02758600;АПОСТОЛІВСЬКЕ ОБ,ДНІПРОПЕТРОВСЬКОЇ;
02758617;СОФІЇВСЬКЕ ОБ,ДНІПРОПЕТРОВСЬКОЇ;
02758652;КРИНИЧАНСЬКЕ ОБ,ДНІПРОПЕТРОВСЬКОЇ;
02758669;МАРГАНЕЦЬКЕ ОБ,ДНІПРОПЕТРОВСЬКОЇ;
02758706;ІНГУЛЕЦЬКЕ ОБ,М.КРИВИЙ РІГ;
02758824;ТЕРНОВСЬКЕ ОБ,М.КРИВИЙ РІГ;
